# Well(3,2), Well(4,4), Well(9,3)
338.432904,250.000000,692.310630
240.556222,250.000000,497.181043
215.151014,250.000000,437.265346
203.160848,250.000000,404.522798
194.710872,250.000000,380.684719
187.675219,250.000000,361.310541
181.406251,250.000000,344.736574
175.634227,250.000000,330.124442
170.219946,250.000000,316.979177
165.081685,250.000000,304.980730
160.167632,250.000000,293.909051
155.443321,250.000000,283.605844
150.885046,250.000000,273.953241
146.476068,250.000000,264.861089
142.204284,250.000000,256.258934
138.060731,250.000000,248.090729
134.038596,250.000000,240.311194
130.132553,250.000000,232.883247
126.338301,250.000000,225.776139
122.652255,250.000000,218.964068
119.071320,250.000000,212.425149
115.592739,250.000000,206.140621
112.213985,250.000000,200.094240
108.932688,250.000000,194.271806
105.746579,250.000000,188.660792
102.653458,250.000000,183.250055
99.651169,250.000000,178.029597
96.737585,250.000000,172.990385
93.910600,250.000000,168.124195
91.168121,250.000000,163.423495
88.508072,250.000000,158.881341
85.928385,250.000000,154.491299
83.427012,250.000000,150.247377
81.001919,250.000000,146.143967
78.651090,250.000000,142.175803
76.372534,250.000000,138.337921
74.164283,250.000000,134.625623
72.024396,250.000000,131.034456
69.950961,250.000000,127.560182
67.942100,250.000000,124.198763
65.995967,250.000000,120.946343
64.110750,250.000000,117.799231
62.284676,250.000000,114.753894
60.516009,250.000000,111.806935
58.803049,250.000000,108.955095
57.144138,250.000000,106.195240
55.537656,250.000000,103.524354
53.982023,250.000000,100.939528
52.475698,250.000000,98.437960
51.017181,250.000000,96.016947
49.605009,250.000000,93.673881
48.237762,250.000000,91.406241
46.914055,250.000000,89.211595
45.632542,250.000000,87.087590
44.391916,250.000000,85.031954
43.190906,250.000000,83.042490
42.028277,250.000000,81.117072
40.902831,250.000000,79.253644
39.813404,250.000000,77.450218
38.758865,250.000000,75.704870
37.738119,250.000000,74.015739
36.750102,250.000000,72.381021
35.793781,250.000000,70.798975
34.868148,250.000000,69.267911
33.972244,250.000000,67.786198
33.105126,250.000000,66.352253
32.265880,250.000000,64.964543
31.453623,250.000000,63.621586
30.667497,250.000000,62.321948
29.906671,250.000000,61.064239
29.170340,250.000000,59.847113
28.457724,250.000000,58.669269
27.768066,250.000000,57.529445
27.100629,250.000000,56.426423
26.454717,250.000000,55.359414
25.829629,250.000000,54.327009
25.224684,250.000000,53.328326
24.639228,250.000000,52.362174
24.072623,250.000000,51.427437
23.524278,250.000000,50.523058
22.993596,250.000000,49.648035
22.480012,250.000000,48.801400
21.982971,250.000000,47.982223
21.501954,250.000000,47.189605
21.036446,250.000000,46.422679
20.585950,250.000000,45.680607
20.149982,250.000000,44.962584
19.728083,250.000000,44.267823
19.319798,250.000000,43.595573
18.924690,250.000000,42.945105
18.542337,250.000000,42.315712
18.172326,250.000000,41.706714
17.814264,250.000000,41.117447
